"","BoardID","Date","Year","Resolution","Abundance","Date.decimal"
"331","IL-3",2012-09-25,2012,"Daily",25.668352,2012.73224043716
"332","IL-3",2012-09-26,2012,"Daily",24.499752,2012.7349726776
"333","IL-3",2012-09-27,2012,"Daily",16.149883,2012.73770491803
"334","IL-3",2012-09-28,2012,"Daily",12.361011,2012.74043715847
"335","IL-3",2012-09-29,2012,"Daily",19.299125,2012.74316939891
"336","IL-3",2012-09-30,2012,"Daily",15.900742,2012.74590163934
"337","IL-3",2012-10-01,2012,"Daily",18.237074,2012.74863387978
"338","IL-3",2012-10-02,2012,"Daily",22.437696,2012.75136612022
"339","IL-3",2012-10-03,2012,"Daily",25.983268,2012.75409836066
"340","IL-3",2012-10-04,2012,"Daily",30.176273,2012.75683060109
"341","IL-3",2012-10-05,2012,"Daily",31.808721,2012.75956284153
"342","IL-3",2012-10-06,2012,"Daily",27.007303,2012.76229508197
"343","IL-3",2012-10-07,2012,"Daily",24.200195,2012.7650273224
"344","IL-3",2012-10-08,2012,"Daily",17.710654,2012.76775956284
"345","IL-3",2012-10-09,2012,"Daily",12.172186,2012.77049180328
"346","IL-3",2012-10-10,2012,"Daily",11.360513,2012.77322404372
"347","IL-3",2012-10-11,2012,"Daily",14.175301,2012.77595628415
"348","IL-3",2012-10-12,2012,"Daily",7.328093,2012.77868852459
"349","IL-3",2012-10-13,2012,"Daily",9.687777,2012.78142076503
"350","IL-3",2012-10-14,2012,"Daily",11.771686,2012.78415300546
"351","IL-3",2012-10-15,2012,"Daily",12.204491,2012.7868852459
"352","IL-3",2012-10-16,2012,"Daily",4.703925,2012.78961748634
"353","IL-3",2012-10-17,2012,"Daily",3.69482,2012.79234972678
"354","IL-3",2012-10-18,2012,"Daily",10.091097,2012.79508196721
"355","IL-3",2012-10-19,2012,"Daily",10.725117,2012.79781420765
"356","IL-3",2012-10-20,2012,"Daily",12.394313,2012.80054644809
"357","IL-3",2012-10-21,2012,"Daily",11.744378,2012.80327868852
"358","IL-3",2012-10-22,2012,"Daily",4.45788,2012.80601092896
"359","IL-3",2012-10-23,2012,"Daily",6.131474,2012.8087431694
"360","IL-3",2012-10-24,2012,"Daily",7.041312,2012.81147540984
"361","IL-3",2012-10-25,2012,"Daily",0.987887,2012.81420765027
"362","IL-3",2012-10-26,2012,"Daily",0.003807,2012.81693989071
"363","IL-3",2012-10-27,2012,"Daily",0,2012.81967213115
"364","IL-3",2013-05-01,2013,"Daily",2.64275,2013.32876712329
"365","IL-3",2013-05-02,2013,"Daily",5.203642,2013.33150684932
"366","IL-3",2013-05-03,2013,"Daily",8.993884,2013.33424657534
"367","IL-3",2013-05-04,2013,"Daily",12.403007,2013.33698630137
"368","IL-3",2013-05-05,2013,"Daily",17.40349,2013.3397260274
"369","IL-3",2013-05-06,2013,"Daily",21.645095,2013.34246575342
"370","IL-3",2013-05-07,2013,"Daily",24.993604,2013.34520547945
"371","IL-3",2013-05-08,2013,"Daily",22.676371,2013.34794520548
"372","IL-3",2013-05-09,2013,"Daily",22.025126,2013.35068493151
"373","IL-3",2013-05-10,2013,"Daily",13.156723,2013.35342465753
"374","IL-3",2013-05-11,2013,"Daily",8.262677,2013.35616438356
"375","IL-3",2013-05-12,2013,"Daily",11.088461,2013.35890410959
"376","IL-3",2013-05-13,2013,"Daily",14.949294,2013.36164383562
"377","IL-3",2013-05-14,2013,"Daily",20.653162,2013.36438356164
"378","IL-3",2013-05-15,2013,"Daily",26.848322,2013.36712328767
"379","IL-3",2013-05-16,2013,"Daily",38.457312,2013.3698630137
"380","IL-3",2013-05-17,2013,"Daily",39.238069,2013.37260273973
"381","IL-3",2013-05-18,2013,"Daily",32.432836,2013.37534246575
"382","IL-3",2013-05-19,2013,"Daily",26.822058,2013.37808219178
"383","IL-3",2013-05-20,2013,"Daily",23.007726,2013.38082191781
"384","IL-3",2013-05-21,2013,"Daily",20.443048,2013.38356164384
"385","IL-3",2013-05-22,2013,"Daily",18.634406,2013.38630136986
"386","IL-3",2013-05-23,2013,"Daily",18.861798,2013.38904109589
"387","IL-3",2013-05-24,2013,"Daily",18.173083,2013.39178082192
"388","IL-3",2013-05-25,2013,"Daily",27.673417,2013.39452054795
"389","IL-3",2013-05-26,2013,"Daily",32.239459,2013.39726027397
"390","IL-3",2013-05-27,2013,"Daily",33.654112,2013.4
"391","IL-3",2013-05-28,2013,"Daily",47.047466,2013.40273972603
"392","IL-3",2013-05-29,2013,"Daily",57.93357,2013.40547945205
"393","IL-3",2013-05-30,2013,"Daily",56.26903,2013.40821917808
"394","IL-3",2013-05-31,2013,"Daily",57.707419,2013.41095890411
"395","IL-3",2013-06-01,2013,"Daily",53.736339,2013.41369863014
"396","IL-3",2013-06-02,2013,"Daily",51.615677,2013.41643835616
"397","IL-3",2013-06-03,2013,"Daily",53.794145,2013.41917808219
"398","IL-3",2013-06-04,2013,"Daily",44.258049,2013.42191780822
"399","IL-3",2013-06-05,2013,"Daily",29.385157,2013.42465753425
"400","IL-3",2013-06-06,2013,"Daily",34.040257,2013.42739726027
"401","IL-3",2013-06-07,2013,"Daily",34.020645,2013.4301369863
"402","IL-3",2013-06-08,2013,"Daily",35.943511,2013.43287671233
"403","IL-3",2013-06-09,2013,"Daily",34.218924,2013.43561643836
"404","IL-3",2013-06-10,2013,"Daily",37.630866,2013.43835616438
"405","IL-3",2013-06-11,2013,"Daily",44.841436,2013.44109589041
"406","IL-3",2013-06-12,2013,"Daily",55.19647,2013.44383561644
"407","IL-3",2013-06-13,2013,"Daily",58.06873,2013.44657534247
"408","IL-3",2013-06-14,2013,"Daily",55.656186,2013.44931506849
"409","IL-3",2013-06-15,2013,"Daily",53.94775,2013.45205479452
"410","IL-3",2013-06-16,2013,"Daily",60.832453,2013.45479452055
"411","IL-3",2013-06-17,2013,"Daily",74.953199,2013.45753424658
"412","IL-3",2013-06-18,2013,"Daily",91.951081,2013.4602739726
"413","IL-3",2013-06-19,2013,"Daily",101.62016,2013.46301369863
"414","IL-3",2013-06-20,2013,"Daily",110.06977,2013.46575342466
"415","IL-3",2013-06-21,2013,"Daily",120.93411,2013.46849315068
"416","IL-3",2013-06-22,2013,"Daily",126.1785,2013.47123287671
"417","IL-3",2013-06-23,2013,"Daily",134.16799,2013.47397260274
"418","IL-3",2013-06-24,2013,"Daily",110.12334,2013.47671232877
"419","IL-3",2013-06-25,2013,"Daily",93.1771,2013.47945205479
"420","IL-3",2013-06-26,2013,"Daily",72.14385,2013.48219178082
"421","IL-3",2013-06-27,2013,"Daily",69.241462,2013.48493150685
"422","IL-3",2013-06-28,2013,"Daily",62.35522,2013.48767123288
"423","IL-3",2013-06-29,2013,"Daily",61.321214,2013.4904109589
"424","IL-3",2013-06-30,2013,"Daily",66.622394,2013.49315068493
"425","IL-3",2013-07-01,2013,"Daily",67.676209,2013.49589041096
"426","IL-3",2013-07-02,2013,"Daily",54.699022,2013.49863013699
"427","IL-3",2013-07-03,2013,"Daily",67.801257,2013.50136986301
"428","IL-3",2013-07-04,2013,"Daily",66.405145,2013.50410958904
"429","IL-3",2013-07-05,2013,"Daily",68.839078,2013.50684931507
"430","IL-3",2013-07-06,2013,"Daily",78.105097,2013.5095890411
"431","IL-3",2013-07-07,2013,"Daily",90.3306,2013.51232876712
"432","IL-3",2013-07-08,2013,"Daily",102.65287,2013.51506849315
"433","IL-3",2013-07-09,2013,"Daily",101.52624,2013.51780821918
"434","IL-3",2013-07-10,2013,"Daily",97.89941,2013.52054794521
"435","IL-3",2013-07-11,2013,"Daily",82.853684,2013.52328767123
"436","IL-3",2013-07-12,2013,"Daily",78.194014,2013.52602739726
"437","IL-3",2013-07-13,2013,"Daily",89.571912,2013.52876712329
"438","IL-3",2013-07-14,2013,"Daily",94.658317,2013.53150684932
"439","IL-3",2013-07-15,2013,"Daily",96.065913,2013.53424657534
"440","IL-3",2013-07-16,2013,"Daily",98.287672,2013.53698630137
"441","IL-3",2013-07-17,2013,"Daily",74.325361,2013.5397260274
"442","IL-3",2013-07-18,2013,"Daily",65.833775,2013.54246575342
"443","IL-3",2013-07-19,2013,"Daily",67.1082,2013.54520547945
"444","IL-3",2013-07-20,2013,"Daily",72.1234,2013.54794520548
"445","IL-3",2013-07-21,2013,"Daily",71.81858,2013.55068493151
"446","IL-3",2013-07-22,2013,"Daily",71.702808,2013.55342465753
"447","IL-3",2013-07-23,2013,"Daily",82.364282,2013.55616438356
"448","IL-3",2013-07-24,2013,"Daily",84.35041,2013.55890410959
"449","IL-3",2013-07-25,2013,"Daily",80.096057,2013.56164383562
"450","IL-3",2013-07-26,2013,"Daily",73.147746,2013.56438356164
"451","IL-3",2013-07-27,2013,"Daily",64.28827,2013.56712328767
"452","IL-3",2013-07-28,2013,"Daily",57.583594,2013.5698630137
"453","IL-3",2013-07-29,2013,"Daily",64.315169,2013.57260273973
"454","IL-3",2013-07-30,2013,"Daily",71.286876,2013.57534246575
"455","IL-3",2013-07-31,2013,"Daily",82.334387,2013.57808219178
"456","IL-3",2013-08-01,2013,"Daily",85.219373,2013.58082191781
"457","IL-3",2013-08-02,2013,"Daily",88.514923,2013.58356164384
"458","IL-3",2013-08-03,2013,"Daily",89.815519,2013.58630136986
"459","IL-3",2013-08-04,2013,"Daily",88.905898,2013.58904109589
"460","IL-3",2013-08-05,2013,"Daily",85.955496,2013.59178082192
"461","IL-3",2013-08-06,2013,"Daily",84.063488,2013.59452054795
"462","IL-3",2013-08-07,2013,"Daily",67.401714,2013.59726027397
"463","IL-3",2013-08-08,2013,"Daily",70.752316,2013.6
"464","IL-3",2013-08-09,2013,"Daily",79.800623,2013.60273972603
"465","IL-3",2013-08-10,2013,"Daily",83.624005,2013.60547945205
"466","IL-3",2013-08-11,2013,"Daily",81.573828,2013.60821917808
"467","IL-3",2013-08-12,2013,"Daily",77.244683,2013.61095890411
"468","IL-3",2013-08-13,2013,"Daily",79.126102,2013.61369863014
"469","IL-3",2013-08-14,2013,"Daily",80.169218,2013.61643835616
"470","IL-3",2013-08-15,2013,"Daily",75.096803,2013.61917808219
"471","IL-3",2013-08-16,2013,"Daily",70.519158,2013.62191780822
"472","IL-3",2013-08-17,2013,"Daily",63.067661,2013.62465753425
"473","IL-3",2013-08-18,2013,"Daily",56.325552,2013.62739726027
"474","IL-3",2013-08-19,2013,"Daily",54.593964,2013.6301369863
"475","IL-3",2013-08-20,2013,"Daily",57.893061,2013.63287671233
"476","IL-3",2013-08-21,2013,"Daily",61.008988,2013.63561643836
"477","IL-3",2013-08-22,2013,"Daily",47.759214,2013.63835616438
"478","IL-3",2013-08-23,2013,"Daily",43.080347,2013.64109589041
"479","IL-3",2013-08-24,2013,"Daily",46.033563,2013.64383561644
"480","IL-3",2013-08-25,2013,"Daily",52.496356,2013.64657534247
"481","IL-3",2013-08-26,2013,"Daily",56.95642,2013.64931506849
"482","IL-3",2013-08-27,2013,"Daily",61.68445,2013.65205479452
"483","IL-3",2013-08-28,2013,"Daily",68.421654,2013.65479452055
"484","IL-3",2013-08-29,2013,"Daily",77.23263,2013.65753424658
"485","IL-3",2013-08-30,2013,"Daily",84.059521,2013.6602739726
"486","IL-3",2013-08-31,2013,"Daily",88.280284,2013.66301369863
"487","IL-3",2013-09-01,2013,"Daily",77.348702,2013.66575342466
"488","IL-3",2013-09-02,2013,"Daily",70.895769,2013.66849315068
"489","IL-3",2013-09-03,2013,"Daily",62.22126,2013.67123287671
"490","IL-3",2013-09-04,2013,"Daily",52.63979,2013.67397260274
"491","IL-3",2013-09-05,2013,"Daily",43.227663,2013.67671232877
"492","IL-3",2013-09-06,2013,"Daily",40.356991,2013.67945205479
"493","IL-3",2013-09-07,2013,"Daily",49.972996,2013.68219178082
"494","IL-3",2013-09-08,2013,"Daily",51.693811,2013.68493150685
"495","IL-3",2013-09-09,2013,"Daily",58.062726,2013.68767123288
"496","IL-3",2013-09-10,2013,"Daily",63.531218,2013.6904109589
"497","IL-3",2013-09-11,2013,"Daily",67.3723,2013.69315068493
"498","IL-3",2013-09-12,2013,"Daily",70.263436,2013.69589041096
"499","IL-3",2013-09-13,2013,"Daily",71.55568,2013.69863013699
"500","IL-3",2013-09-14,2013,"Daily",75.415256,2013.70136986301
"501","IL-3",2013-09-15,2013,"Daily",75.962456,2013.70410958904
"502","IL-3",2013-09-16,2013,"Daily",64.811418,2013.70684931507
"503","IL-3",2013-09-17,2013,"Daily",55.644201,2013.7095890411
"504","IL-3",2013-09-18,2013,"Daily",47.822023,2013.71232876712
"505","IL-3",2013-09-19,2013,"Daily",44.644067,2013.71506849315
"506","IL-3",2013-09-20,2013,"Daily",42.784446,2013.71780821918
"507","IL-3",2013-09-21,2013,"Daily",41.387769,2013.72054794521
"508","IL-3",2013-09-22,2013,"Daily",46.561274,2013.72328767123
"509","IL-3",2013-09-23,2013,"Daily",52.775049,2013.72602739726
"510","IL-3",2013-09-24,2013,"Daily",57.552367,2013.72876712329
"511","IL-3",2013-09-25,2013,"Daily",62.783476,2013.73150684932
"512","IL-3",2013-09-26,2013,"Daily",49.526673,2013.73424657534
"513","IL-3",2013-09-27,2013,"Daily",55.044823,2013.73698630137
"514","IL-3",2013-09-28,2013,"Daily",56.346673,2013.7397260274
"515","IL-3",2013-09-29,2013,"Daily",60.724387,2013.74246575342
"516","IL-3",2013-09-30,2013,"Daily",65.487516,2013.74520547945
"517","IL-3",2013-10-01,2013,"Daily",69.54857,2013.74794520548
"518","IL-3",2013-10-02,2013,"Daily",66.609271,2013.75068493151
"519","IL-3",2013-10-03,2013,"Daily",47.809349,2013.75342465753
"520","IL-3",2013-10-04,2013,"Daily",38.732803,2013.75616438356
"521","IL-3",2013-10-05,2013,"Daily",30.191189,2013.75890410959
"522","IL-3",2013-10-06,2013,"Daily",26.768012,2013.76164383562
"523","IL-3",2013-10-07,2013,"Daily",23.200234,2013.76438356164
"524","IL-3",2013-10-08,2013,"Daily",20.876073,2013.76712328767
"525","IL-3",2013-10-09,2013,"Daily",17.762393,2013.7698630137
"526","IL-3",2013-10-10,2013,"Daily",25.450226,2013.77260273973
"527","IL-3",2013-10-11,2013,"Daily",35.20345,2013.77534246575
"528","IL-3",2013-10-12,2013,"Daily",44.501721,2013.77808219178
"529","IL-3",2013-10-13,2013,"Daily",50.39245,2013.78082191781
"530","IL-3",2013-10-14,2013,"Daily",38.891926,2013.78356164384
"531","IL-3",2013-10-15,2013,"Daily",45.672065,2013.78630136986
"532","IL-3",2013-10-16,2013,"Daily",60.368708,2013.78904109589
"533","IL-3",2013-10-17,2013,"Daily",78.322242,2013.79178082192
"534","IL-3",2013-10-18,2013,"Daily",26.015048,2013.79452054795
"535","IL-3",2013-10-19,2013,"Daily",25.172936,2013.79726027397
"536","IL-3",2013-10-20,2013,"Daily",19.896214,2013.8
"537","IL-3",2013-10-21,2013,"Daily",16.123544,2013.80273972603
"538","IL-3",2013-10-22,2013,"Daily",23.056354,2013.80547945205
"539","IL-3",2013-10-23,2013,"Daily",20.362734,2013.80821917808
"540","IL-3",2013-10-24,2013,"Daily",18.18877,2013.81095890411
"541","IL-3",2013-10-25,2013,"Daily",23.551916,2013.81369863014
"542","IL-3",2013-10-26,2013,"Daily",12.929221,2013.81643835616
"543","IL-3",2013-10-27,2013,"Daily",0.783221,2013.81917808219
"544","IL-3",2013-10-28,2013,"Daily",0.649556,2013.82191780822
"545","IL-3",2013-10-29,2013,"Daily",1.447826,2013.82465753425
"546","IL-3",2014-05-01,2014,"Daily",4.433032,2014.32876712329
"547","IL-3",2014-05-02,2014,"Daily",5.478926,2014.33150684932
"548","IL-3",2014-05-03,2014,"Daily",8.612853,2014.33424657534
"549","IL-3",2014-05-04,2014,"Daily",13.372406,2014.33698630137
"550","IL-3",2014-05-05,2014,"Daily",13.718113,2014.3397260274
"551","IL-3",2014-05-06,2014,"Daily",21.051608,2014.34246575342
"552","IL-3",2014-05-07,2014,"Daily",30.218451,2014.34520547945
"553","IL-3",2014-05-08,2014,"Daily",17.173204,2014.34794520548
"554","IL-3",2014-05-09,2014,"Daily",17.115862,2014.35068493151
"555","IL-3",2014-05-10,2014,"Daily",21.979106,2014.35342465753
"556","IL-3",2014-05-11,2014,"Daily",20.376714,2014.35616438356
"557","IL-3",2014-05-12,2014,"Daily",23.746444,2014.35890410959
"558","IL-3",2014-05-13,2014,"Daily",22.512289,2014.36164383562
"559","IL-3",2014-05-14,2014,"Daily",30.38711,2014.36438356164
"560","IL-3",2014-05-15,2014,"Daily",39.143848,2014.36712328767
"561","IL-3",2014-05-16,2014,"Daily",44.843022,2014.3698630137
"562","IL-3",2014-05-17,2014,"Daily",42.204199,2014.37260273973
"563","IL-3",2014-05-18,2014,"Daily",53.097761,2014.37534246575
"564","IL-3",2014-05-19,2014,"Daily",62.406148,2014.37808219178
"565","IL-3",2014-05-20,2014,"Daily",71.077979,2014.38082191781
"566","IL-3",2014-05-21,2014,"Daily",71.149474,2014.38356164384
"567","IL-3",2014-05-22,2014,"Daily",70.842818,2014.38630136986
"568","IL-3",2014-05-23,2014,"Daily",58.271947,2014.38904109589
"569","IL-3",2014-05-24,2014,"Daily",46.691186,2014.39178082192
"570","IL-3",2014-05-25,2014,"Daily",47.497025,2014.39452054795
"571","IL-3",2014-05-26,2014,"Daily",53.474727,2014.39726027397
"572","IL-3",2014-05-27,2014,"Daily",43.034166,2014.4
"573","IL-3",2014-05-28,2014,"Daily",36.808596,2014.40273972603
"574","IL-3",2014-05-29,2014,"Daily",37.292258,2014.40547945205
"575","IL-3",2014-05-30,2014,"Daily",34.404716,2014.40821917808
"576","IL-3",2014-05-31,2014,"Daily",38.91,2014.41095890411
"577","IL-3",2014-06-01,2014,"Daily",38.968618,2014.41369863014
"578","IL-3",2014-06-02,2014,"Daily",42.249915,2014.41643835616
"579","IL-3",2014-06-03,2014,"Daily",50.33519,2014.41917808219
"580","IL-3",2014-06-04,2014,"Daily",52.459837,2014.42191780822
"581","IL-3",2014-06-05,2014,"Daily",52.598663,2014.42465753425
"582","IL-3",2014-06-06,2014,"Daily",56.422675,2014.42739726027
"583","IL-3",2014-06-07,2014,"Daily",58.49001,2014.4301369863
"584","IL-3",2014-06-08,2014,"Daily",61.551687,2014.43287671233
"585","IL-3",2014-06-09,2014,"Daily",69.810055,2014.43561643836
"586","IL-3",2014-06-10,2014,"Daily",53.399816,2014.43835616438
"587","IL-3",2014-06-11,2014,"Daily",42.019338,2014.44109589041
"588","IL-3",2014-06-12,2014,"Daily",31.76615,2014.44383561644
"589","IL-3",2014-06-13,2014,"Daily",30.628449,2014.44657534247
"590","IL-3",2014-06-14,2014,"Daily",29.374431,2014.44931506849
"591","IL-3",2014-06-15,2014,"Daily",31.830293,2014.45205479452
"592","IL-3",2014-06-16,2014,"Daily",42.253708,2014.45479452055
"593","IL-3",2014-06-17,2014,"Daily",60.808118,2014.45753424658
"594","IL-3",2014-06-18,2014,"Daily",81.2612,2014.4602739726
"595","IL-3",2014-06-19,2014,"Daily",93.69671,2014.46301369863
"596","IL-3",2014-06-20,2014,"Daily",100.10547,2014.46575342466
"597","IL-3",2014-06-21,2014,"Daily",87.33848,2014.46849315068
"598","IL-3",2014-06-22,2014,"Daily",60.44713,2014.47123287671
"599","IL-3",2014-06-23,2014,"Daily",55.275669,2014.47397260274
"600","IL-3",2014-06-24,2014,"Daily",52.189461,2014.47671232877
"601","IL-3",2014-06-25,2014,"Daily",58.659123,2014.47945205479
"602","IL-3",2014-06-26,2014,"Daily",81.38677,2014.48219178082
"603","IL-3",2014-06-27,2014,"Daily",111.921771,2014.48493150685
"604","IL-3",2014-06-28,2014,"Daily",164.86601,2014.48767123288
"605","IL-3",2014-06-29,2014,"Daily",174.77559,2014.4904109589
"606","IL-3",2014-06-30,2014,"Daily",159.90992,2014.49315068493
"607","IL-3",2014-07-01,2014,"Daily",139.288213,2014.49589041096
"608","IL-3",2014-07-02,2014,"Daily",99.262419,2014.49863013699
"609","IL-3",2014-07-03,2014,"Daily",80.289129,2014.50136986301
"610","IL-3",2014-07-04,2014,"Daily",102.383916,2014.50410958904
"611","IL-3",2014-07-05,2014,"Daily",109.52085,2014.50684931507
"612","IL-3",2014-07-06,2014,"Daily",102.21227,2014.5095890411
"613","IL-3",2014-07-07,2014,"Daily",92.504403,2014.51232876712
"614","IL-3",2014-07-08,2014,"Daily",98.2482,2014.51506849315
"615","IL-3",2014-07-09,2014,"Daily",133.08241,2014.51780821918
"616","IL-3",2014-07-10,2014,"Daily",135.83799,2014.52054794521
"617","IL-3",2014-07-11,2014,"Daily",111.79657,2014.52328767123
"618","IL-3",2014-07-12,2014,"Daily",102.68829,2014.52602739726
"619","IL-3",2014-07-13,2014,"Daily",104.20989,2014.52876712329
"620","IL-3",2014-07-14,2014,"Daily",103.18611,2014.53150684932
"621","IL-3",2014-07-15,2014,"Daily",99.53045,2014.53424657534
"622","IL-3",2014-07-16,2014,"Daily",90.20537,2014.53698630137
"623","IL-3",2014-07-17,2014,"Daily",84.064426,2014.5397260274
"624","IL-3",2014-07-18,2014,"Daily",71.556584,2014.54246575342
"625","IL-3",2014-07-19,2014,"Daily",88.157944,2014.54520547945
"626","IL-3",2014-07-20,2014,"Daily",91.98409,2014.54794520548
"627","IL-3",2014-07-21,2014,"Daily",115.32203,2014.55068493151
"628","IL-3",2014-07-22,2014,"Daily",131.62357,2014.55342465753
"629","IL-3",2014-07-23,2014,"Daily",133.66456,2014.55616438356
"630","IL-3",2014-07-24,2014,"Daily",126.9942,2014.55890410959
"631","IL-3",2014-07-25,2014,"Daily",122.02085,2014.56164383562
"632","IL-3",2014-07-26,2014,"Daily",118.259776,2014.56438356164
"633","IL-3",2014-07-27,2014,"Daily",115.501949,2014.56712328767
"634","IL-3",2014-07-28,2014,"Daily",112.532993,2014.5698630137
"635","IL-3",2014-07-29,2014,"Daily",99.629001,2014.57260273973
"636","IL-3",2014-07-30,2014,"Daily",74.38441,2014.57534246575
"637","IL-3",2014-07-31,2014,"Daily",91.260313,2014.57808219178
"638","IL-3",2014-08-01,2014,"Daily",98.79616,2014.58082191781
"639","IL-3",2014-08-02,2014,"Daily",100.99538,2014.58356164384
"640","IL-3",2014-08-03,2014,"Daily",103.44798,2014.58630136986
"641","IL-3",2014-08-04,2014,"Daily",102.89923,2014.58904109589
"642","IL-3",2014-08-05,2014,"Daily",104.04993,2014.59178082192
"643","IL-3",2014-08-06,2014,"Daily",104.0955,2014.59452054795
"644","IL-3",2014-08-07,2014,"Daily",101.8574,2014.59726027397
"645","IL-3",2014-08-08,2014,"Daily",96.97511,2014.6
"646","IL-3",2014-08-09,2014,"Daily",98.95395,2014.60273972603
"647","IL-3",2014-08-10,2014,"Daily",89.664625,2014.60547945205
"648","IL-3",2014-08-11,2014,"Daily",86.123699,2014.60821917808
"649","IL-3",2014-08-12,2014,"Daily",87.461061,2014.61095890411
"650","IL-3",2014-08-13,2014,"Daily",97.377455,2014.61369863014
"651","IL-3",2014-08-14,2014,"Daily",98.994646,2014.61643835616
"652","IL-3",2014-08-15,2014,"Daily",77.759196,2014.61917808219
"653","IL-3",2014-08-16,2014,"Daily",89.283388,2014.62191780822
"654","IL-3",2014-08-17,2014,"Daily",81.11382,2014.62465753425
"655","IL-3",2014-08-18,2014,"Daily",68.904041,2014.62739726027
"656","IL-3",2014-08-19,2014,"Daily",65.993122,2014.6301369863
"657","IL-3",2014-08-20,2014,"Daily",69.669879,2014.63287671233
"658","IL-3",2014-08-21,2014,"Daily",77.02925,2014.63561643836
"659","IL-3",2014-08-22,2014,"Daily",79.926039,2014.63835616438
"660","IL-3",2014-08-23,2014,"Daily",76.351839,2014.64109589041
"661","IL-3",2014-08-24,2014,"Daily",69.817025,2014.64383561644
"662","IL-3",2014-08-25,2014,"Daily",63.47408,2014.64657534247
"663","IL-3",2014-08-26,2014,"Daily",61.433441,2014.64931506849
"664","IL-3",2014-08-27,2014,"Daily",59.275595,2014.65205479452
"665","IL-3",2014-08-28,2014,"Daily",50.862603,2014.65479452055
"666","IL-3",2014-08-29,2014,"Daily",56.935057,2014.65753424658
"667","IL-3",2014-08-30,2014,"Daily",64.896581,2014.6602739726
"668","IL-3",2014-08-31,2014,"Daily",67.090896,2014.66301369863
"669","IL-3",2014-09-01,2014,"Daily",70.967435,2014.66575342466
"670","IL-3",2014-09-02,2014,"Daily",69.319974,2014.66849315068
"671","IL-3",2014-09-03,2014,"Daily",70.494029,2014.67123287671
"672","IL-3",2014-09-04,2014,"Daily",68.735539,2014.67397260274
"673","IL-3",2014-09-05,2014,"Daily",66.666965,2014.67671232877
"674","IL-3",2014-09-06,2014,"Daily",65.265326,2014.67945205479
"675","IL-3",2014-09-07,2014,"Daily",62.608358,2014.68219178082
"676","IL-3",2014-09-08,2014,"Daily",61.262476,2014.68493150685
"677","IL-3",2014-09-09,2014,"Daily",53.079746,2014.68767123288
"678","IL-3",2014-09-10,2014,"Daily",45.970255,2014.6904109589
"679","IL-3",2014-09-11,2014,"Daily",41.054119,2014.69315068493
"680","IL-3",2014-09-12,2014,"Daily",43.895595,2014.69589041096
"681","IL-3",2014-09-13,2014,"Daily",50.946228,2014.69863013699
"682","IL-3",2014-09-14,2014,"Daily",62.9601,2014.70136986301
"683","IL-3",2014-09-15,2014,"Daily",75.05951,2014.70410958904
"684","IL-3",2014-09-16,2014,"Daily",85.239323,2014.70684931507
"685","IL-3",2014-09-17,2014,"Daily",93.455157,2014.7095890411
"686","IL-3",2014-09-18,2014,"Daily",103.276252,2014.71232876712
"687","IL-3",2014-09-19,2014,"Daily",109.930375,2014.71506849315
"688","IL-3",2014-09-20,2014,"Daily",115.122363,2014.71780821918
"689","IL-3",2014-09-21,2014,"Daily",110.404314,2014.72054794521
"690","IL-3",2014-09-22,2014,"Daily",103.672465,2014.72328767123
"691","IL-3",2014-09-23,2014,"Daily",97.43014,2014.72602739726
"692","IL-3",2014-09-24,2014,"Daily",106.45055,2014.72876712329
"693","IL-3",2014-09-25,2014,"Daily",116.32927,2014.73150684932
"694","IL-3",2014-09-26,2014,"Daily",128.03369,2014.73424657534
"695","IL-3",2014-09-27,2014,"Daily",130.35073,2014.73698630137
"696","IL-3",2014-09-28,2014,"Daily",126.94578,2014.7397260274
"697","IL-3",2014-09-29,2014,"Daily",126.62243,2014.74246575342
"698","IL-3",2014-09-30,2014,"Daily",125.05194,2014.74520547945
"699","IL-3",2014-10-01,2014,"Daily",116.109733,2014.74794520548
"700","IL-3",2014-10-02,2014,"Daily",100.726179,2014.75068493151
"701","IL-3",2014-10-03,2014,"Daily",86.73973,2014.75342465753
"702","IL-3",2014-10-04,2014,"Daily",76.52563,2014.75616438356
"703","IL-3",2014-10-05,2014,"Daily",76.82879,2014.75890410959
"704","IL-3",2014-10-06,2014,"Daily",77.75682,2014.76164383562
"705","IL-3",2014-10-07,2014,"Daily",83.21835,2014.76438356164
"706","IL-3",2014-10-08,2014,"Daily",79.89659,2014.76712328767
"707","IL-3",2014-10-09,2014,"Daily",103.11503,2014.7698630137
"708","IL-3",2014-10-10,2014,"Daily",121.72866,2014.77260273973
"709","IL-3",2014-10-11,2014,"Daily",117.22467,2014.77534246575
"710","IL-3",2014-10-12,2014,"Daily",99.14689,2014.77808219178
"711","IL-3",2014-10-13,2014,"Daily",74.323744,2014.78082191781
"712","IL-3",2014-10-14,2014,"Daily",61.70573,2014.78356164384
"713","IL-3",2014-10-15,2014,"Daily",52.004696,2014.78630136986
"714","IL-3",2014-10-16,2014,"Daily",44.887373,2014.78904109589
"715","IL-3",2014-10-17,2014,"Daily",33.195301,2014.79178082192
"716","IL-3",2014-10-18,2014,"Daily",24.525709,2014.79452054795
"717","IL-3",2014-10-19,2014,"Daily",19.859841,2014.79726027397
"718","IL-3",2014-10-20,2014,"Daily",14.736829,2014.8
